[288.0, 128.0, 1005.0, 666.0]
[304.0, 128.0, 1022.0, 666.0]
[144.0, 112.0, 863.0, 651.0]
[160.0, 128.0, 880.0, 668.0]
[240.0, 64.0, 961.0, 605.0]
[272.0, 128.0, 994.0, 670.0]
[192.0, 80.0, 915.0, 622.0]
[272.0, 64.0, 996.0, 607.0]
[224.0, 96.0, 949.0, 640.0]
[192.0, 80.0, 918.0, 624.0]
[208.0, 96.0, 935.0, 641.0]
[240.0, 112.0, 968.0, 658.0]
[144.0, 128.0, 873.0, 675.0]
[208.0, 80.0, 938.0, 628.0]
[240.0, 48.0, 971.0, 596.0]
[272.0, 112.0, 1004.0, 661.0]
[144.0, 96.0, 877.0, 646.0]
[240.0, 128.0, 974.0, 678.0]
[192.0, 112.0, 927.0, 663.0]
[272.0, 96.0, 1008.0, 648.0]
[224.0, 128.0, 961.0, 681.0]
[208.0, 96.0, 946.0, 650.0]
[208.0, 128.0, 947.0, 682.0]
[176.0, 80.0, 916.0, 635.0]
[240.0, 112.0, 981.0, 668.0]
[272.0, 112.0, 1014.0, 668.0]
[160.0, 96.0, 903.0, 653.0]
[240.0, 96.0, 984.0, 654.0]
[256.0, 64.0, 1001.0, 623.0]
[128.0, 96.0, 874.0, 656.0]
[272.0, 64.0, 1019.0, 624.0]
[256.0, 96.0, 1004.0, 657.0]
[160.0, 80.0, 909.0, 642.0]
[240.0, 80.0, 990.0, 642.0]
[192.0, 96.0, 943.0, 659.0]
[208.0, 32.0, 960.0, 596.0]
[160.0, 96.0, 913.0, 661.0]
[224.0, 64.0, 978.0, 630.0]
[192.0, 80.0, 947.0, 646.0]
[160.0, 96.0, 916.0, 663.0]
[224.0, 96.0, 981.0, 664.0]
[144.0, 96.0, 902.0, 664.0]
[192.0, 112.0, 951.0, 681.0]
[256.0, 112.0, 1016.0, 682.0]
[208.0, 112.0, 969.0, 683.0]
[224.0, 80.0, 986.0, 652.0]
[144.0, 64.0, 907.0, 636.0]
[208.0, 64.0, 972.0, 637.0]
