[272.0, 96.0, 989.0, 634.0]
[64.0, 96.0, 782.0, 634.0]
[48.0, 80.0, 767.0, 619.0]
[240.0, 80.0, 960.0, 620.0]
[208.0, 96.0, 929.0, 637.0]
[80.0, 112.0, 802.0, 654.0]
[112.0, 128.0, 835.0, 670.0]
[32.0, 112.0, 756.0, 655.0]
[208.0, 80.0, 933.0, 624.0]
[112.0, 128.0, 838.0, 672.0]
[144.0, 112.0, 871.0, 657.0]
[176.0, 80.0, 904.0, 626.0]
[160.0, 80.0, 889.0, 627.0]
[144.0, 96.0, 874.0, 644.0]
[48.0, 128.0, 779.0, 676.0]
[224.0, 112.0, 956.0, 661.0]
[96.0, 64.0, 829.0, 614.0]
[64.0, 128.0, 798.0, 678.0]
[192.0, 112.0, 927.0, 663.0]
[48.0, 64.0, 784.0, 616.0]
[64.0, 112.0, 801.0, 665.0]
[128.0, 128.0, 866.0, 682.0]
[48.0, 128.0, 787.0, 682.0]
[160.0, 96.0, 900.0, 651.0]
[256.0, 112.0, 997.0, 668.0]
[64.0, 112.0, 806.0, 668.0]
[128.0, 80.0, 871.0, 637.0]
[96.0, 112.0, 840.0, 670.0]
[112.0, 80.0, 857.0, 639.0]
[144.0, 112.0, 890.0, 672.0]
[192.0, 112.0, 939.0, 672.0]
[176.0, 64.0, 924.0, 625.0]
[16.0, 96.0, 765.0, 658.0]
[240.0, 80.0, 990.0, 642.0]
[128.0, 80.0, 879.0, 643.0]
[240.0, 96.0, 992.0, 660.0]
[208.0, 64.0, 961.0, 629.0]
[128.0, 64.0, 882.0, 630.0]
[144.0, 112.0, 899.0, 678.0]
[208.0, 48.0, 964.0, 615.0]
[48.0, 96.0, 805.0, 664.0]
[192.0, 96.0, 950.0, 664.0]
[240.0, 96.0, 999.0, 665.0]
[80.0, 80.0, 840.0, 650.0]
[208.0, 96.0, 969.0, 667.0]
[256.0, 96.0, 1018.0, 668.0]
[0.0, 80.0, 763.0, 652.0]
[144.0, 48.0, 908.0, 621.0]
[48.0, 64.0, 813.0, 638.0]
[128.0, 80.0, 894.0, 654.0]
[128.0, 96.0, 895.0, 671.0]
[240.0, 64.0, 1008.0, 640.0]
[192.0, 64.0, 961.0, 641.0]
[160.0, 32.0, 930.0, 610.0]
[224.0, 96.0, 995.0, 674.0]
[80.0, 32.0, 852.0, 611.0]
[176.0, 32.0, 949.0, 612.0]
[208.0, 32.0, 982.0, 612.0]
[32.0, 64.0, 807.0, 645.0]
[112.0, 32.0, 888.0, 614.0]
[96.0, 80.0, 873.0, 663.0]
[32.0, 64.0, 810.0, 648.0]
[64.0, 48.0, 843.0, 632.0]
[160.0, 96.0, 940.0, 681.0]
[192.0, 64.0, 973.0, 650.0]
[240.0, 80.0, 1022.0, 666.0]
[144.0, 32.0, 927.0, 619.0]
[144.0, 80.0, 928.0, 668.0]
[80.0, 80.0, 865.0, 669.0]
[64.0, 48.0, 850.0, 638.0]
[128.0, 48.0, 915.0, 638.0]
[48.0, 64.0, 836.0, 655.0]
[128.0, 80.0, 917.0, 672.0]
[112.0, 80.0, 902.0, 672.0]
[208.0, 64.0, 999.0, 657.0]
[48.0, 32.0, 840.0, 626.0]
[80.0, 16.0, 873.0, 611.0]
[128.0, 80.0, 922.0, 676.0]
[80.0, 16.0, 875.0, 612.0]
[208.0, 80.0, 1004.0, 677.0]
[48.0, 80.0, 845.0, 678.0]
[80.0, 16.0, 878.0, 614.0]
[48.0, 48.0, 847.0, 647.0]
[64.0, 16.0, 864.0, 616.0]
[160.0, 48.0, 961.0, 649.0]
[176.0, 32.0, 978.0, 634.0]
[48.0, 32.0, 851.0, 634.0]
[144.0, 32.0, 948.0, 635.0]
[32.0, 64.0, 837.0, 668.0]
[176.0, 80.0, 982.0, 684.0]
[16.0, 48.0, 823.0, 653.0]
[192.0, 48.0, 1000.0, 654.0]
[144.0, 48.0, 953.0, 655.0]
[64.0, 48.0, 874.0, 656.0]
[208.0, 32.0, 1019.0, 640.0]
[80.0, 32.0, 892.0, 641.0]
[48.0, 48.0, 861.0, 658.0]
[112.0, 0.0, 926.0, 610.0]
[96.0, 48.0, 911.0, 659.0]
[128.0, 64.0, 944.0, 676.0]
[48.0, 16.0, 865.0, 629.0]
[112.0, 32.0, 930.0, 646.0]
[144.0, 16.0, 963.0, 630.0]
[64.0, 32.0, 884.0, 647.0]
[192.0, 64.0, 1013.0, 680.0]
[112.0, 16.0, 934.0, 632.0]
[144.0, 64.0, 967.0, 681.0]
[160.0, 0.0, 984.0, 618.0]
[64.0, 64.0, 889.0, 683.0]
[64.0, 0.0, 890.0, 620.0]
[176.0, 32.0, 1003.0, 652.0]
[32.0, 0.0, 860.0, 621.0]
[32.0, 16.0, 861.0, 638.0]
[0.0, 48.0, 830.0, 670.0]
[32.0, 32.0, 863.0, 655.0]
[96.0, 48.0, 928.0, 672.0]
[32.0, 32.0, 865.0, 657.0]
[112.0, 0.0, 946.0, 626.0]
[160.0, 16.0, 995.0, 642.0]
[144.0, 32.0, 980.0, 659.0]
[32.0, 32.0, 869.0, 660.0]
[96.0, 16.0, 934.0, 644.0]
[64.0, 16.0, 903.0, 645.0]
[16.0, 0.0, 856.0, 630.0]
[128.0, 0.0, 969.0, 631.0]
[128.0, 16.0, 970.0, 648.0]
[0.0, 32.0, 843.0, 664.0]
[128.0, 32.0, 972.0, 665.0]
[160.0, 0.0, 1005.0, 634.0]
[16.0, 0.0, 862.0, 634.0]
[112.0, 48.0, 959.0, 683.0]
[64.0, 32.0, 912.0, 668.0]
[128.0, 16.0, 977.0, 653.0]
[96.0, 16.0, 946.0, 654.0]
[144.0, 0.0, 995.0, 638.0]
[112.0, 32.0, 964.0, 671.0]
[48.0, 16.0, 901.0, 656.0]
[128.0, 32.0, 982.0, 672.0]
[160.0, 16.0, 1015.0, 657.0]
[64.0, 32.0, 920.0, 674.0]
[80.0, 32.0, 937.0, 675.0]
[128.0, 32.0, 986.0, 676.0]
[160.0, 32.0, 1019.0, 676.0]
[128.0, 16.0, 988.0, 661.0]
[80.0, 0.0, 941.0, 646.0]
[112.0, 16.0, 974.0, 662.0]
[160.0, 32.0, 1023.0, 679.0]
[80.0, 0.0, 944.0, 648.0]
[16.0, 32.0, 881.0, 681.0]
[80.0, 32.0, 946.0, 682.0]
[144.0, 0.0, 1011.0, 650.0]
[128.0, 32.0, 996.0, 683.0]
[16.0, 0.0, 885.0, 652.0]
[0.0, 16.0, 870.0, 668.0]
[0.0, 16.0, 871.0, 669.0]
[80.0, 0.0, 952.0, 654.0]
[144.0, 16.0, 1017.0, 671.0]
[48.0, 0.0, 922.0, 656.0]
[32.0, 0.0, 907.0, 656.0]
[96.0, 0.0, 972.0, 657.0]
[96.0, 0.0, 973.0, 658.0]
[112.0, 0.0, 990.0, 658.0]
[16.0, 16.0, 895.0, 675.0]
[16.0, 0.0, 896.0, 660.0]
[32.0, 0.0, 913.0, 661.0]
[48.0, 16.0, 930.0, 678.0]
[64.0, 16.0, 947.0, 678.0]
[80.0, 16.0, 964.0, 679.0]
[0.0, 0.0, 885.0, 664.0]
[16.0, 0.0, 902.0, 664.0]
[64.0, 0.0, 951.0, 665.0]
[32.0, 16.0, 920.0, 682.0]
[64.0, 0.0, 953.0, 667.0]
[80.0, 0.0, 970.0, 668.0]
[32.0, 16.0, 923.0, 684.0]
[0.0, 0.0, 892.0, 669.0]
[16.0, 0.0, 909.0, 670.0]
[96.0, 0.0, 990.0, 670.0]
[112.0, 0.0, 1007.0, 671.0]
[96.0, 0.0, 992.0, 672.0]
[16.0, 0.0, 913.0, 673.0]
[64.0, 0.0, 962.0, 674.0]
[16.0, 0.0, 915.0, 674.0]
[96.0, 0.0, 996.0, 675.0]
[96.0, 0.0, 997.0, 676.0]
[64.0, 0.0, 966.0, 676.0]
[0.0, 0.0, 903.0, 677.0]
[0.0, 0.0, 904.0, 678.0]
[16.0, 0.0, 921.0, 679.0]
[64.0, 0.0, 970.0, 680.0]
[16.0, 0.0, 923.0, 680.0]
[32.0, 0.0, 940.0, 681.0]
[16.0, 0.0, 925.0, 682.0]
[80.0, 0.0, 990.0, 682.0]
[96.0, 0.0, 1007.0, 683.0]
[16.0, 0.0, 928.0, 684.0]
