[304.0, 112.0, 1021.0, 650.0]
[176.0, 144.0, 894.0, 682.0]
[272.0, 80.0, 991.0, 619.0]
[272.0, 112.0, 992.0, 652.0]
[176.0, 96.0, 897.0, 637.0]
[192.0, 64.0, 914.0, 606.0]
[144.0, 96.0, 867.0, 638.0]
[288.0, 128.0, 1012.0, 671.0]
[208.0, 96.0, 933.0, 640.0]
[288.0, 80.0, 1014.0, 624.0]
[272.0, 128.0, 999.0, 673.0]
[224.0, 96.0, 952.0, 642.0]
[208.0, 80.0, 937.0, 627.0]
[128.0, 112.0, 858.0, 660.0]
[144.0, 96.0, 875.0, 644.0]
[256.0, 64.0, 988.0, 613.0]
[176.0, 80.0, 909.0, 630.0]
[288.0, 112.0, 1022.0, 662.0]
[240.0, 96.0, 975.0, 647.0]
[208.0, 112.0, 944.0, 664.0]
[192.0, 112.0, 929.0, 665.0]
[272.0, 80.0, 1010.0, 634.0]
[128.0, 128.0, 867.0, 682.0]
[128.0, 96.0, 868.0, 651.0]
[160.0, 80.0, 901.0, 636.0]
[224.0, 48.0, 966.0, 604.0]
[240.0, 96.0, 983.0, 653.0]
[240.0, 112.0, 984.0, 670.0]
[208.0, 96.0, 953.0, 655.0]
[208.0, 48.0, 954.0, 608.0]
[160.0, 80.0, 907.0, 640.0]
[128.0, 112.0, 876.0, 673.0]
[240.0, 48.0, 989.0, 610.0]
[144.0, 80.0, 894.0, 642.0]
[272.0, 96.0, 1023.0, 659.0]
[208.0, 48.0, 960.0, 612.0]
[208.0, 112.0, 961.0, 677.0]
[240.0, 48.0, 994.0, 614.0]
[144.0, 80.0, 899.0, 646.0]
[176.0, 64.0, 932.0, 631.0]
[144.0, 96.0, 901.0, 664.0]
[240.0, 80.0, 998.0, 648.0]
[240.0, 96.0, 999.0, 665.0]
[176.0, 64.0, 936.0, 634.0]
[176.0, 48.0, 937.0, 619.0]
[176.0, 96.0, 938.0, 668.0]
[144.0, 96.0, 907.0, 668.0]
[160.0, 96.0, 924.0, 669.0]
[224.0, 96.0, 989.0, 670.0]
[256.0, 80.0, 1022.0, 654.0]
[256.0, 80.0, 1023.0, 655.0]
[240.0, 48.0, 1008.0, 624.0]
[208.0, 96.0, 977.0, 673.0]
[208.0, 80.0, 978.0, 658.0]
[208.0, 80.0, 979.0, 658.0]
[128.0, 96.0, 900.0, 675.0]
[160.0, 80.0, 933.0, 660.0]
[128.0, 96.0, 902.0, 676.0]
[160.0, 80.0, 935.0, 661.0]
[208.0, 80.0, 984.0, 662.0]
[192.0, 96.0, 969.0, 679.0]
[224.0, 80.0, 1002.0, 664.0]
[160.0, 80.0, 939.0, 664.0]
[224.0, 48.0, 1004.0, 633.0]
[160.0, 96.0, 941.0, 682.0]
[240.0, 80.0, 1022.0, 666.0]
[240.0, 48.0, 1023.0, 635.0]
[192.0, 96.0, 976.0, 684.0]
[176.0, 48.0, 961.0, 637.0]
[224.0, 32.0, 1010.0, 622.0]
[192.0, 80.0, 979.0, 670.0]
[192.0, 64.0, 980.0, 655.0]
[160.0, 80.0, 949.0, 672.0]
[224.0, 48.0, 1014.0, 640.0]
[128.0, 64.0, 919.0, 657.0]
[224.0, 80.0, 1016.0, 674.0]
[192.0, 48.0, 985.0, 643.0]
[208.0, 80.0, 1002.0, 676.0]
[208.0, 64.0, 1003.0, 660.0]
[176.0, 64.0, 972.0, 661.0]
[144.0, 48.0, 941.0, 646.0]
[176.0, 48.0, 974.0, 646.0]
[208.0, 32.0, 1007.0, 631.0]
[176.0, 80.0, 976.0, 680.0]
[144.0, 48.0, 945.0, 649.0]
[208.0, 64.0, 1010.0, 666.0]
[176.0, 48.0, 979.0, 650.0]
[144.0, 80.0, 948.0, 683.0]
[176.0, 48.0, 981.0, 652.0]
[192.0, 48.0, 998.0, 652.0]
[176.0, 48.0, 983.0, 653.0]
[128.0, 64.0, 936.0, 670.0]
[128.0, 48.0, 937.0, 655.0]
[176.0, 32.0, 986.0, 640.0]
[208.0, 64.0, 1019.0, 672.0]
[192.0, 16.0, 1004.0, 625.0]
[192.0, 64.0, 1005.0, 674.0]
[160.0, 32.0, 974.0, 642.0]
[208.0, 32.0, 1023.0, 643.0]
[160.0, 64.0, 976.0, 676.0]
[176.0, 16.0, 993.0, 629.0]
