[256.0, 96.0, 973.0, 634.0]
[128.0, 80.0, 846.0, 618.0]
[96.0, 80.0, 815.0, 619.0]
[128.0, 80.0, 848.0, 620.0]
[192.0, 112.0, 913.0, 653.0]
[176.0, 112.0, 898.0, 654.0]
[224.0, 112.0, 947.0, 654.0]
[192.0, 96.0, 916.0, 639.0]
[96.0, 96.0, 821.0, 640.0]
[64.0, 80.0, 790.0, 624.0]
[96.0, 112.0, 823.0, 657.0]
[208.0, 80.0, 936.0, 626.0]
[128.0, 128.0, 857.0, 675.0]
[16.0, 96.0, 746.0, 644.0]
[160.0, 128.0, 891.0, 676.0]
[176.0, 112.0, 908.0, 661.0]
[224.0, 64.0, 957.0, 614.0]
[64.0, 112.0, 798.0, 662.0]
[144.0, 96.0, 879.0, 647.0]
[64.0, 64.0, 800.0, 616.0]
[192.0, 96.0, 929.0, 649.0]
[272.0, 96.0, 1010.0, 650.0]
[144.0, 96.0, 883.0, 650.0]
[48.0, 80.0, 788.0, 635.0]
[128.0, 112.0, 869.0, 668.0]
[192.0, 80.0, 934.0, 636.0]
[240.0, 80.0, 983.0, 637.0]
[64.0, 96.0, 808.0, 654.0]
[112.0, 80.0, 857.0, 639.0]
[144.0, 112.0, 890.0, 672.0]
[48.0, 64.0, 795.0, 624.0]
[128.0, 80.0, 876.0, 641.0]
[192.0, 80.0, 941.0, 642.0]
[160.0, 112.0, 910.0, 674.0]
[160.0, 80.0, 911.0, 643.0]
[176.0, 64.0, 928.0, 628.0]
[48.0, 48.0, 801.0, 613.0]
[224.0, 48.0, 978.0, 614.0]
[176.0, 96.0, 931.0, 662.0]
[16.0, 64.0, 772.0, 631.0]
[160.0, 48.0, 917.0, 616.0]
[80.0, 112.0, 838.0, 680.0]
[128.0, 112.0, 887.0, 681.0]
[176.0, 80.0, 936.0, 650.0]
[208.0, 80.0, 969.0, 651.0]
[80.0, 96.0, 842.0, 668.0]
[112.0, 64.0, 875.0, 636.0]
[176.0, 112.0, 940.0, 685.0]
[80.0, 80.0, 845.0, 654.0]
[80.0, 64.0, 846.0, 638.0]
[128.0, 80.0, 895.0, 655.0]
[48.0, 64.0, 816.0, 640.0]
[128.0, 96.0, 897.0, 673.0]
[16.0, 64.0, 786.0, 642.0]
[16.0, 80.0, 787.0, 658.0]
[0.0, 80.0, 772.0, 659.0]
[144.0, 32.0, 917.0, 612.0]
[240.0, 80.0, 1014.0, 660.0]
[144.0, 32.0, 919.0, 613.0]
[240.0, 80.0, 1016.0, 662.0]
[128.0, 32.0, 905.0, 615.0]
[96.0, 48.0, 874.0, 632.0]
[240.0, 80.0, 1019.0, 664.0]
[240.0, 80.0, 1020.0, 665.0]
[112.0, 32.0, 893.0, 618.0]
[144.0, 64.0, 926.0, 650.0]
[160.0, 96.0, 943.0, 683.0]
[224.0, 96.0, 1008.0, 684.0]
[128.0, 80.0, 913.0, 669.0]
[176.0, 32.0, 962.0, 622.0]
[176.0, 80.0, 963.0, 670.0]
[48.0, 64.0, 836.0, 655.0]
[112.0, 48.0, 901.0, 640.0]
[32.0, 32.0, 822.0, 624.0]
[176.0, 32.0, 967.0, 625.0]
[0.0, 48.0, 792.0, 642.0]
[112.0, 80.0, 905.0, 675.0]
[48.0, 16.0, 842.0, 612.0]
[64.0, 32.0, 859.0, 628.0]
[128.0, 48.0, 924.0, 645.0]
[112.0, 32.0, 909.0, 630.0]
[96.0, 16.0, 894.0, 614.0]
[192.0, 80.0, 991.0, 679.0]
[0.0, 64.0, 800.0, 664.0]
[176.0, 48.0, 977.0, 649.0]
[32.0, 32.0, 834.0, 634.0]
[128.0, 32.0, 931.0, 634.0]
[96.0, 32.0, 900.0, 635.0]
