[272.0, 128.0, 989.0, 666.0]
[240.0, 112.0, 958.0, 650.0]
[96.0, 112.0, 815.0, 651.0]
[128.0, 112.0, 848.0, 652.0]
[160.0, 112.0, 881.0, 653.0]
[128.0, 112.0, 850.0, 654.0]
[96.0, 96.0, 819.0, 638.0]
[192.0, 128.0, 916.0, 671.0]
[192.0, 96.0, 917.0, 640.0]
[96.0, 96.0, 822.0, 640.0]
[192.0, 96.0, 919.0, 641.0]
[208.0, 96.0, 936.0, 642.0]
[96.0, 128.0, 825.0, 675.0]
[64.0, 112.0, 794.0, 660.0]
[48.0, 96.0, 779.0, 644.0]
[128.0, 96.0, 860.0, 645.0]
[64.0, 128.0, 797.0, 678.0]
[208.0, 112.0, 942.0, 662.0]
[80.0, 96.0, 815.0, 647.0]
[128.0, 96.0, 864.0, 648.0]
[208.0, 112.0, 945.0, 665.0]
[144.0, 112.0, 882.0, 666.0]
[48.0, 96.0, 787.0, 650.0]
[80.0, 112.0, 820.0, 667.0]
[192.0, 96.0, 933.0, 652.0]
[64.0, 112.0, 806.0, 668.0]
[32.0, 96.0, 775.0, 653.0]
[128.0, 112.0, 872.0, 670.0]
[176.0, 80.0, 921.0, 639.0]
[96.0, 96.0, 842.0, 656.0]
[96.0, 112.0, 843.0, 672.0]
[128.0, 112.0, 876.0, 673.0]
[112.0, 80.0, 861.0, 642.0]
[96.0, 80.0, 846.0, 642.0]
[176.0, 80.0, 927.0, 643.0]
[48.0, 96.0, 800.0, 660.0]
[128.0, 96.0, 881.0, 661.0]
[144.0, 80.0, 898.0, 646.0]
[80.0, 112.0, 835.0, 678.0]
[64.0, 112.0, 820.0, 679.0]
[144.0, 112.0, 901.0, 680.0]
[240.0, 112.0, 998.0, 680.0]
[144.0, 96.0, 903.0, 665.0]
[240.0, 96.0, 1000.0, 666.0]
[96.0, 96.0, 857.0, 667.0]
[240.0, 80.0, 1002.0, 652.0]
[112.0, 64.0, 875.0, 636.0]
[144.0, 80.0, 908.0, 653.0]
[80.0, 64.0, 845.0, 638.0]
[192.0, 80.0, 958.0, 654.0]
[80.0, 64.0, 847.0, 639.0]
[224.0, 96.0, 992.0, 672.0]
[208.0, 96.0, 977.0, 673.0]
[224.0, 80.0, 994.0, 658.0]
[176.0, 96.0, 947.0, 674.0]
[128.0, 64.0, 900.0, 643.0]
[160.0, 80.0, 933.0, 660.0]
[64.0, 80.0, 838.0, 660.0]
[192.0, 96.0, 967.0, 677.0]
[224.0, 96.0, 1000.0, 678.0]
[112.0, 80.0, 889.0, 663.0]
[48.0, 80.0, 826.0, 664.0]
[48.0, 64.0, 827.0, 648.0]
[112.0, 64.0, 892.0, 649.0]
[48.0, 64.0, 829.0, 650.0]
[176.0, 80.0, 958.0, 666.0]
[176.0, 64.0, 959.0, 651.0]
[96.0, 80.0, 880.0, 668.0]
[32.0, 64.0, 817.0, 653.0]
[32.0, 80.0, 818.0, 670.0]
[128.0, 48.0, 915.0, 638.0]
[144.0, 80.0, 932.0, 671.0]
[96.0, 48.0, 885.0, 640.0]
[32.0, 64.0, 822.0, 656.0]
[176.0, 80.0, 967.0, 673.0]
[64.0, 48.0, 856.0, 642.0]
[48.0, 64.0, 841.0, 659.0]
[160.0, 48.0, 954.0, 644.0]
[80.0, 80.0, 875.0, 676.0]
[144.0, 64.0, 940.0, 661.0]
[160.0, 80.0, 957.0, 678.0]
[32.0, 80.0, 830.0, 678.0]
[112.0, 64.0, 911.0, 663.0]
[32.0, 80.0, 832.0, 680.0]
[64.0, 64.0, 865.0, 665.0]
[128.0, 48.0, 930.0, 650.0]
[112.0, 64.0, 915.0, 666.0]
[192.0, 48.0, 996.0, 651.0]
[144.0, 48.0, 949.0, 652.0]
[176.0, 32.0, 982.0, 636.0]
[144.0, 64.0, 951.0, 669.0]
[48.0, 48.0, 856.0, 654.0]
[160.0, 64.0, 969.0, 671.0]
[96.0, 48.0, 906.0, 656.0]
[176.0, 32.0, 987.0, 640.0]
[176.0, 32.0, 988.0, 641.0]
[96.0, 64.0, 909.0, 674.0]
[64.0, 48.0, 878.0, 658.0]
[144.0, 48.0, 959.0, 659.0]
[96.0, 64.0, 912.0, 676.0]
[64.0, 32.0, 881.0, 645.0]
[128.0, 48.0, 946.0, 662.0]
[144.0, 32.0, 963.0, 646.0]
[176.0, 48.0, 996.0, 663.0]
[144.0, 64.0, 965.0, 680.0]
[160.0, 64.0, 982.0, 680.0]
[96.0, 32.0, 919.0, 649.0]
[176.0, 48.0, 1000.0, 666.0]
[160.0, 32.0, 985.0, 651.0]
[48.0, 32.0, 874.0, 652.0]
[96.0, 16.0, 923.0, 636.0]
[112.0, 32.0, 940.0, 653.0]
[128.0, 16.0, 957.0, 638.0]
[48.0, 32.0, 878.0, 654.0]
[80.0, 32.0, 911.0, 655.0]
[96.0, 48.0, 928.0, 672.0]
[48.0, 48.0, 881.0, 673.0]
[96.0, 48.0, 930.0, 674.0]
[112.0, 32.0, 947.0, 658.0]
[160.0, 32.0, 996.0, 659.0]
[128.0, 16.0, 965.0, 644.0]
[96.0, 16.0, 934.0, 644.0]
[144.0, 16.0, 983.0, 645.0]
[128.0, 16.0, 968.0, 646.0]
[112.0, 32.0, 953.0, 663.0]
[112.0, 16.0, 954.0, 648.0]
[80.0, 16.0, 923.0, 648.0]
[64.0, 32.0, 908.0, 665.0]
[64.0, 32.0, 909.0, 666.0]
[96.0, 16.0, 942.0, 650.0]
[64.0, 16.0, 911.0, 651.0]
[112.0, 32.0, 960.0, 668.0]
[80.0, 16.0, 929.0, 653.0]
[144.0, 32.0, 994.0, 670.0]
[96.0, 0.0, 947.0, 638.0]
[80.0, 16.0, 932.0, 655.0]
[128.0, 0.0, 981.0, 640.0]
[48.0, 0.0, 902.0, 640.0]
[80.0, 0.0, 935.0, 641.0]
[144.0, 16.0, 1000.0, 658.0]
[128.0, 16.0, 985.0, 659.0]
[80.0, 32.0, 938.0, 676.0]
[96.0, 16.0, 955.0, 660.0]
[96.0, 16.0, 956.0, 661.0]
[112.0, 0.0, 973.0, 646.0]
[80.0, 16.0, 942.0, 662.0]
[80.0, 16.0, 943.0, 663.0]
[32.0, 16.0, 896.0, 664.0]
