[272.0, 80.0, 989.0, 618.0]
[144.0, 112.0, 862.0, 650.0]
[144.0, 112.0, 863.0, 651.0]
[128.0, 112.0, 848.0, 652.0]
[208.0, 96.0, 929.0, 637.0]
[208.0, 96.0, 930.0, 638.0]
[96.0, 112.0, 819.0, 654.0]
[64.0, 80.0, 788.0, 623.0]
[176.0, 96.0, 901.0, 640.0]
[32.0, 80.0, 758.0, 624.0]
[224.0, 80.0, 951.0, 625.0]
[160.0, 80.0, 888.0, 626.0]
[144.0, 112.0, 873.0, 659.0]
[112.0, 96.0, 842.0, 644.0]
[224.0, 96.0, 955.0, 644.0]
[240.0, 80.0, 972.0, 629.0]
[176.0, 112.0, 909.0, 662.0]
[80.0, 80.0, 814.0, 630.0]
[176.0, 80.0, 911.0, 631.0]
[48.0, 64.0, 784.0, 616.0]
[224.0, 96.0, 961.0, 649.0]
[96.0, 112.0, 834.0, 666.0]
[80.0, 80.0, 819.0, 634.0]
[208.0, 112.0, 948.0, 667.0]
[64.0, 64.0, 805.0, 620.0]
[160.0, 96.0, 902.0, 652.0]
[240.0, 64.0, 983.0, 621.0]
[16.0, 80.0, 760.0, 638.0]
[96.0, 80.0, 841.0, 639.0]
[32.0, 112.0, 778.0, 672.0]
[32.0, 112.0, 779.0, 672.0]
[144.0, 80.0, 892.0, 641.0]
[224.0, 96.0, 973.0, 658.0]
[160.0, 48.0, 910.0, 610.0]
[32.0, 80.0, 783.0, 643.0]
[224.0, 80.0, 976.0, 644.0]
[240.0, 96.0, 993.0, 661.0]
[224.0, 48.0, 978.0, 614.0]
[96.0, 96.0, 851.0, 662.0]
[112.0, 64.0, 868.0, 631.0]
[176.0, 96.0, 933.0, 664.0]
[0.0, 80.0, 758.0, 648.0]
[16.0, 80.0, 775.0, 649.0]
[224.0, 96.0, 984.0, 666.0]
[128.0, 48.0, 889.0, 619.0]
[192.0, 48.0, 954.0, 620.0]
[192.0, 48.0, 955.0, 620.0]
[96.0, 80.0, 860.0, 653.0]
[160.0, 64.0, 925.0, 638.0]
[160.0, 64.0, 926.0, 638.0]
[256.0, 80.0, 1023.0, 655.0]
[32.0, 80.0, 800.0, 656.0]
[80.0, 48.0, 849.0, 625.0]
[64.0, 80.0, 834.0, 658.0]
[160.0, 48.0, 931.0, 626.0]
[32.0, 48.0, 804.0, 627.0]
[176.0, 64.0, 949.0, 644.0]
[144.0, 80.0, 918.0, 660.0]
[144.0, 64.0, 919.0, 645.0]
[112.0, 32.0, 888.0, 614.0]
[64.0, 32.0, 841.0, 615.0]
[64.0, 64.0, 842.0, 648.0]
[192.0, 80.0, 971.0, 664.0]
[128.0, 32.0, 908.0, 617.0]
[80.0, 32.0, 861.0, 618.0]
[144.0, 32.0, 926.0, 618.0]
[144.0, 64.0, 927.0, 651.0]
[48.0, 32.0, 832.0, 620.0]
[0.0, 80.0, 785.0, 669.0]
[160.0, 80.0, 946.0, 670.0]
[192.0, 64.0, 979.0, 654.0]
[48.0, 32.0, 836.0, 623.0]
[64.0, 64.0, 853.0, 656.0]
[128.0, 80.0, 918.0, 672.0]
[80.0, 80.0, 871.0, 673.0]
[32.0, 32.0, 824.0, 626.0]
[128.0, 64.0, 921.0, 659.0]
[96.0, 16.0, 890.0, 612.0]
[112.0, 32.0, 907.0, 628.0]
[128.0, 16.0, 924.0, 613.0]
[112.0, 16.0, 909.0, 614.0]
[0.0, 48.0, 798.0, 646.0]
[176.0, 32.0, 975.0, 631.0]
[80.0, 64.0, 880.0, 664.0]
[32.0, 16.0, 833.0, 617.0]
[48.0, 48.0, 850.0, 650.0]
[160.0, 48.0, 963.0, 650.0]
[208.0, 48.0, 1012.0, 651.0]
[128.0, 16.0, 933.0, 620.0]
[48.0, 48.0, 854.0, 652.0]
[32.0, 16.0, 839.0, 621.0]
[128.0, 16.0, 936.0, 622.0]
[160.0, 0.0, 969.0, 607.0]
[16.0, 48.0, 826.0, 656.0]
[176.0, 16.0, 987.0, 624.0]
[160.0, 32.0, 972.0, 641.0]
[128.0, 64.0, 941.0, 674.0]
[0.0, 48.0, 814.0, 658.0]
[16.0, 32.0, 831.0, 643.0]
[96.0, 32.0, 912.0, 644.0]
[128.0, 48.0, 945.0, 661.0]
[144.0, 64.0, 962.0, 678.0]
[16.0, 48.0, 835.0, 662.0]
[160.0, 48.0, 980.0, 663.0]
[64.0, 32.0, 885.0, 648.0]
[64.0, 32.0, 886.0, 648.0]
[64.0, 16.0, 887.0, 633.0]
[32.0, 48.0, 856.0, 666.0]
[64.0, 48.0, 889.0, 667.0]
[160.0, 0.0, 986.0, 620.0]
