[256.0, 96.0, 973.0, 634.0]
[208.0, 96.0, 926.0, 634.0]
[240.0, 80.0, 959.0, 619.0]
[240.0, 112.0, 960.0, 652.0]
[208.0, 80.0, 929.0, 621.0]
[224.0, 96.0, 946.0, 638.0]
[80.0, 112.0, 803.0, 654.0]
[48.0, 80.0, 772.0, 623.0]
[128.0, 80.0, 853.0, 624.0]
[208.0, 96.0, 934.0, 640.0]
[208.0, 112.0, 935.0, 657.0]
[272.0, 96.0, 1000.0, 642.0]
[192.0, 96.0, 921.0, 643.0]
[272.0, 96.0, 1002.0, 644.0]
[240.0, 112.0, 971.0, 660.0]
[144.0, 96.0, 876.0, 645.0]
[176.0, 64.0, 909.0, 614.0]
[176.0, 112.0, 910.0, 662.0]
[176.0, 96.0, 911.0, 647.0]
[192.0, 112.0, 928.0, 664.0]
[240.0, 64.0, 977.0, 617.0]
[176.0, 128.0, 914.0, 682.0]
[32.0, 112.0, 771.0, 666.0]
[112.0, 80.0, 852.0, 635.0]
[272.0, 80.0, 1013.0, 636.0]
[208.0, 96.0, 950.0, 652.0]
[16.0, 96.0, 759.0, 653.0]
[32.0, 64.0, 776.0, 622.0]
[224.0, 112.0, 969.0, 671.0]
[112.0, 112.0, 858.0, 672.0]
[160.0, 64.0, 907.0, 624.0]
[160.0, 64.0, 908.0, 625.0]
[192.0, 64.0, 941.0, 626.0]
[112.0, 96.0, 862.0, 658.0]
[160.0, 112.0, 911.0, 675.0]
[224.0, 80.0, 976.0, 644.0]
[176.0, 64.0, 929.0, 629.0]
[176.0, 96.0, 930.0, 662.0]
[240.0, 112.0, 995.0, 678.0]
[240.0, 80.0, 996.0, 647.0]
[112.0, 48.0, 869.0, 616.0]
[48.0, 64.0, 806.0, 632.0]
[0.0, 96.0, 759.0, 665.0]
[112.0, 96.0, 872.0, 666.0]
[208.0, 112.0, 969.0, 683.0]
[96.0, 96.0, 858.0, 668.0]
[48.0, 64.0, 811.0, 636.0]
[96.0, 96.0, 860.0, 669.0]
[160.0, 96.0, 925.0, 670.0]
[80.0, 48.0, 846.0, 622.0]
[176.0, 48.0, 943.0, 623.0]
[80.0, 64.0, 848.0, 640.0]
[48.0, 48.0, 817.0, 625.0]
[80.0, 64.0, 850.0, 642.0]
[176.0, 64.0, 947.0, 642.0]
[96.0, 32.0, 868.0, 611.0]
[48.0, 64.0, 821.0, 644.0]
[64.0, 96.0, 838.0, 676.0]
[160.0, 64.0, 935.0, 645.0]
[176.0, 80.0, 952.0, 662.0]
[192.0, 32.0, 969.0, 615.0]
[160.0, 80.0, 938.0, 664.0]
[208.0, 64.0, 987.0, 648.0]
[48.0, 32.0, 828.0, 617.0]
[64.0, 32.0, 845.0, 618.0]
[96.0, 80.0, 878.0, 666.0]
[176.0, 96.0, 959.0, 683.0]
[208.0, 80.0, 992.0, 668.0]
[96.0, 32.0, 881.0, 621.0]
