[224.0, 112.0, 941.0, 650.0]
[128.0, 128.0, 846.0, 666.0]
[208.0, 128.0, 927.0, 667.0]
[112.0, 96.0, 832.0, 636.0]
[208.0, 128.0, 929.0, 669.0]
[128.0, 80.0, 850.0, 622.0]
[144.0, 80.0, 867.0, 622.0]
[208.0, 128.0, 932.0, 671.0]
[144.0, 128.0, 869.0, 672.0]
[176.0, 128.0, 902.0, 672.0]
[192.0, 128.0, 919.0, 673.0]
[96.0, 112.0, 824.0, 658.0]
[160.0, 96.0, 889.0, 643.0]
[176.0, 128.0, 906.0, 676.0]
[128.0, 128.0, 859.0, 676.0]
[80.0, 112.0, 812.0, 661.0]
[112.0, 128.0, 845.0, 678.0]
[96.0, 128.0, 830.0, 678.0]
[160.0, 112.0, 895.0, 663.0]
[176.0, 128.0, 912.0, 680.0]
[80.0, 128.0, 817.0, 681.0]
[144.0, 112.0, 882.0, 666.0]
[112.0, 96.0, 851.0, 650.0]
[192.0, 96.0, 932.0, 651.0]
[96.0, 112.0, 837.0, 668.0]
[192.0, 112.0, 934.0, 668.0]
[112.0, 96.0, 855.0, 653.0]
[128.0, 112.0, 872.0, 670.0]
[176.0, 80.0, 921.0, 639.0]
[112.0, 112.0, 858.0, 672.0]
[176.0, 112.0, 923.0, 672.0]
[144.0, 64.0, 892.0, 625.0]
[144.0, 64.0, 893.0, 626.0]
[112.0, 80.0, 862.0, 642.0]
[144.0, 80.0, 895.0, 643.0]
[160.0, 112.0, 912.0, 676.0]
[144.0, 80.0, 897.0, 645.0]
[80.0, 96.0, 834.0, 662.0]
[112.0, 80.0, 867.0, 646.0]
[128.0, 112.0, 884.0, 679.0]
[144.0, 96.0, 901.0, 664.0]
[160.0, 80.0, 918.0, 648.0]
[128.0, 96.0, 887.0, 665.0]
[112.0, 112.0, 872.0, 682.0]
[144.0, 96.0, 905.0, 667.0]
[96.0, 96.0, 858.0, 668.0]
[112.0, 80.0, 875.0, 652.0]
[144.0, 64.0, 908.0, 637.0]
[112.0, 96.0, 877.0, 670.0]
[80.0, 80.0, 846.0, 654.0]
[144.0, 64.0, 911.0, 639.0]
[112.0, 80.0, 880.0, 656.0]
[128.0, 48.0, 897.0, 625.0]
[128.0, 96.0, 898.0, 674.0]
[176.0, 96.0, 947.0, 674.0]
[80.0, 80.0, 852.0, 659.0]
[128.0, 80.0, 901.0, 660.0]
[160.0, 96.0, 934.0, 676.0]
[96.0, 80.0, 871.0, 661.0]
[96.0, 64.0, 872.0, 646.0]
[96.0, 64.0, 873.0, 647.0]
[128.0, 96.0, 906.0, 680.0]
[96.0, 64.0, 875.0, 648.0]
[160.0, 80.0, 940.0, 665.0]
[96.0, 64.0, 877.0, 650.0]
[128.0, 96.0, 910.0, 682.0]
[160.0, 96.0, 943.0, 683.0]
[96.0, 64.0, 880.0, 652.0]
[96.0, 64.0, 881.0, 653.0]
[128.0, 48.0, 914.0, 638.0]
[144.0, 80.0, 931.0, 670.0]
[144.0, 64.0, 932.0, 655.0]
[112.0, 48.0, 901.0, 640.0]
[128.0, 64.0, 918.0, 656.0]
[128.0, 48.0, 919.0, 641.0]
[144.0, 80.0, 936.0, 674.0]
[128.0, 80.0, 921.0, 675.0]
[144.0, 64.0, 938.0, 660.0]
[112.0, 64.0, 907.0, 660.0]
[96.0, 80.0, 892.0, 677.0]
[112.0, 80.0, 909.0, 678.0]
[80.0, 80.0, 878.0, 678.0]
[144.0, 80.0, 943.0, 679.0]
[112.0, 48.0, 912.0, 648.0]
[96.0, 80.0, 897.0, 681.0]
[112.0, 64.0, 914.0, 666.0]
[112.0, 48.0, 915.0, 650.0]
[112.0, 48.0, 916.0, 651.0]
[112.0, 64.0, 917.0, 668.0]
[128.0, 48.0, 934.0, 652.0]
[112.0, 48.0, 919.0, 653.0]
[96.0, 48.0, 904.0, 654.0]
[128.0, 64.0, 937.0, 671.0]
[128.0, 64.0, 938.0, 672.0]
[112.0, 64.0, 923.0, 672.0]
[80.0, 64.0, 892.0, 673.0]
[128.0, 64.0, 941.0, 674.0]
[128.0, 64.0, 942.0, 674.0]
[112.0, 64.0, 927.0, 675.0]
[112.0, 64.0, 928.0, 676.0]
