[224.0, 144.0, 941.0, 682.0]
[64.0, 96.0, 782.0, 634.0]
[64.0, 112.0, 783.0, 651.0]
[128.0, 96.0, 848.0, 636.0]
[128.0, 80.0, 849.0, 621.0]
[144.0, 96.0, 866.0, 638.0]
[176.0, 80.0, 899.0, 622.0]
[64.0, 112.0, 788.0, 655.0]
[96.0, 112.0, 821.0, 656.0]
[144.0, 80.0, 870.0, 624.0]
[128.0, 80.0, 855.0, 625.0]
[80.0, 112.0, 808.0, 658.0]
[160.0, 96.0, 889.0, 643.0]
[96.0, 112.0, 826.0, 660.0]
[48.0, 112.0, 779.0, 660.0]
[176.0, 112.0, 908.0, 661.0]
[80.0, 96.0, 813.0, 646.0]
[112.0, 96.0, 846.0, 646.0]
[144.0, 112.0, 879.0, 663.0]
[80.0, 96.0, 816.0, 648.0]
[32.0, 80.0, 769.0, 633.0]
[144.0, 80.0, 882.0, 634.0]
[128.0, 96.0, 867.0, 650.0]
[0.0, 112.0, 740.0, 667.0]
[80.0, 64.0, 821.0, 620.0]
[128.0, 112.0, 870.0, 668.0]
[32.0, 64.0, 775.0, 621.0]
[176.0, 96.0, 920.0, 654.0]
[0.0, 96.0, 745.0, 655.0]
[128.0, 96.0, 874.0, 656.0]
[16.0, 80.0, 763.0, 640.0]
[128.0, 80.0, 876.0, 641.0]
[176.0, 96.0, 925.0, 658.0]
[112.0, 64.0, 862.0, 626.0]
[144.0, 80.0, 895.0, 643.0]
[144.0, 112.0, 896.0, 676.0]
[112.0, 80.0, 865.0, 645.0]
[112.0, 80.0, 866.0, 646.0]
[32.0, 80.0, 787.0, 646.0]
[64.0, 96.0, 820.0, 663.0]
[112.0, 80.0, 869.0, 648.0]
[160.0, 112.0, 918.0, 680.0]
[96.0, 48.0, 855.0, 617.0]
[128.0, 112.0, 888.0, 682.0]
[16.0, 80.0, 777.0, 651.0]
[64.0, 64.0, 826.0, 636.0]
[0.0, 96.0, 763.0, 668.0]
[0.0, 80.0, 764.0, 653.0]
[160.0, 96.0, 925.0, 670.0]
[64.0, 48.0, 830.0, 622.0]
[48.0, 48.0, 815.0, 623.0]
[80.0, 96.0, 848.0, 672.0]
[48.0, 64.0, 817.0, 641.0]
[64.0, 96.0, 834.0, 674.0]
[48.0, 80.0, 819.0, 658.0]
[64.0, 48.0, 836.0, 627.0]
[80.0, 96.0, 853.0, 676.0]
[48.0, 48.0, 822.0, 628.0]
[112.0, 48.0, 887.0, 629.0]
[176.0, 96.0, 952.0, 678.0]
[32.0, 80.0, 809.0, 663.0]
[64.0, 64.0, 842.0, 648.0]
[32.0, 48.0, 811.0, 632.0]
[144.0, 80.0, 924.0, 665.0]
[64.0, 96.0, 845.0, 682.0]
[144.0, 64.0, 926.0, 650.0]
[16.0, 96.0, 799.0, 683.0]
[48.0, 48.0, 832.0, 636.0]
[64.0, 48.0, 849.0, 637.0]
[64.0, 48.0, 850.0, 638.0]
[32.0, 80.0, 819.0, 670.0]
[144.0, 64.0, 932.0, 655.0]
[128.0, 80.0, 917.0, 672.0]
[0.0, 80.0, 790.0, 672.0]
[80.0, 80.0, 871.0, 673.0]
[48.0, 80.0, 840.0, 674.0]
[64.0, 32.0, 857.0, 627.0]
[32.0, 32.0, 826.0, 628.0]
[144.0, 64.0, 939.0, 660.0]
[144.0, 80.0, 940.0, 677.0]
[32.0, 80.0, 829.0, 678.0]
[16.0, 64.0, 814.0, 662.0]
[160.0, 80.0, 959.0, 679.0]
[64.0, 32.0, 864.0, 632.0]
[80.0, 80.0, 881.0, 681.0]
[32.0, 80.0, 834.0, 682.0]
[0.0, 64.0, 803.0, 666.0]
[48.0, 32.0, 852.0, 635.0]
[96.0, 48.0, 901.0, 652.0]
[48.0, 32.0, 854.0, 636.0]
[0.0, 64.0, 807.0, 669.0]
[16.0, 48.0, 824.0, 654.0]
[32.0, 32.0, 841.0, 639.0]
[112.0, 32.0, 922.0, 640.0]
[64.0, 16.0, 875.0, 624.0]
[32.0, 48.0, 844.0, 657.0]
[16.0, 64.0, 829.0, 674.0]
[80.0, 64.0, 894.0, 674.0]
[64.0, 16.0, 879.0, 627.0]
