[224.0, 16.0, 941.0, 554.0]
[112.0, 16.0, 830.0, 554.0]
[192.0, 0.0, 911.0, 539.0]
[160.0, 16.0, 880.0, 556.0]
[112.0, 16.0, 833.0, 557.0]
[208.0, 16.0, 930.0, 558.0]
[96.0, 32.0, 819.0, 574.0]
[144.0, 32.0, 868.0, 575.0]
[96.0, 16.0, 821.0, 560.0]
[144.0, 32.0, 870.0, 576.0]
[192.0, 16.0, 919.0, 561.0]
[176.0, 16.0, 904.0, 562.0]
[112.0, 0.0, 841.0, 547.0]
[192.0, 16.0, 922.0, 564.0]
[208.0, 16.0, 939.0, 564.0]
[128.0, 16.0, 860.0, 565.0]
[112.0, 0.0, 845.0, 550.0]
[80.0, 16.0, 814.0, 566.0]
[144.0, 16.0, 879.0, 567.0]
[80.0, 16.0, 816.0, 568.0]
[208.0, 16.0, 945.0, 569.0]
[96.0, 16.0, 834.0, 570.0]
[160.0, 0.0, 899.0, 554.0]
[144.0, 0.0, 884.0, 555.0]
[144.0, 0.0, 885.0, 556.0]
[144.0, 0.0, 886.0, 556.0]
[192.0, 0.0, 935.0, 557.0]
[208.0, 0.0, 952.0, 558.0]
[128.0, 16.0, 873.0, 575.0]
[96.0, 0.0, 842.0, 560.0]
[112.0, 0.0, 859.0, 560.0]
[176.0, 0.0, 924.0, 561.0]
[144.0, 0.0, 893.0, 562.0]
[160.0, 0.0, 910.0, 562.0]
[96.0, 0.0, 847.0, 563.0]
[144.0, 0.0, 896.0, 564.0]
[160.0, 0.0, 913.0, 565.0]
[192.0, 0.0, 946.0, 566.0]
[192.0, 0.0, 947.0, 566.0]
[208.0, 0.0, 964.0, 567.0]
[96.0, 0.0, 853.0, 568.0]
[80.0, 0.0, 838.0, 568.0]
[176.0, 0.0, 935.0, 569.0]
[128.0, 0.0, 888.0, 570.0]
[96.0, 0.0, 857.0, 571.0]
[96.0, 0.0, 858.0, 572.0]
[112.0, 0.0, 875.0, 572.0]
[112.0, 0.0, 876.0, 573.0]
[176.0, 0.0, 941.0, 574.0]
[80.0, 0.0, 846.0, 574.0]
[192.0, 0.0, 959.0, 575.0]
[96.0, 0.0, 864.0, 576.0]
