[144.0, 128.0, 861.0, 666.0]
[112.0, 112.0, 830.0, 650.0]
[112.0, 96.0, 831.0, 635.0]
[80.0, 96.0, 800.0, 636.0]
[32.0, 96.0, 753.0, 637.0]
[64.0, 96.0, 786.0, 638.0]
[80.0, 96.0, 803.0, 638.0]
[0.0, 128.0, 724.0, 671.0]
[0.0, 112.0, 725.0, 656.0]
[16.0, 112.0, 742.0, 656.0]
[80.0, 80.0, 807.0, 625.0]
[80.0, 96.0, 808.0, 642.0]
[96.0, 96.0, 825.0, 643.0]
[96.0, 96.0, 826.0, 644.0]
[64.0, 80.0, 795.0, 628.0]
[0.0, 112.0, 732.0, 661.0]
[32.0, 80.0, 765.0, 630.0]
[64.0, 96.0, 798.0, 646.0]
[96.0, 112.0, 831.0, 663.0]
[64.0, 128.0, 800.0, 680.0]
[80.0, 112.0, 817.0, 665.0]
[96.0, 96.0, 834.0, 650.0]
[32.0, 80.0, 771.0, 634.0]
[48.0, 112.0, 788.0, 667.0]
[48.0, 96.0, 789.0, 652.0]
[64.0, 80.0, 806.0, 636.0]
[64.0, 80.0, 807.0, 637.0]
[64.0, 80.0, 808.0, 638.0]
[96.0, 112.0, 841.0, 671.0]
[16.0, 80.0, 762.0, 640.0]
[48.0, 96.0, 795.0, 656.0]
[48.0, 96.0, 796.0, 657.0]
[48.0, 80.0, 797.0, 642.0]
[96.0, 96.0, 846.0, 658.0]
[80.0, 112.0, 831.0, 675.0]
[0.0, 112.0, 752.0, 676.0]
[64.0, 112.0, 817.0, 677.0]
[80.0, 96.0, 834.0, 662.0]
[96.0, 96.0, 851.0, 662.0]
[64.0, 112.0, 820.0, 679.0]
[64.0, 96.0, 821.0, 664.0]
[96.0, 112.0, 854.0, 680.0]
[16.0, 112.0, 775.0, 681.0]
[96.0, 112.0, 856.0, 682.0]
[48.0, 80.0, 809.0, 651.0]
[0.0, 80.0, 762.0, 652.0]
[32.0, 80.0, 795.0, 652.0]
[64.0, 80.0, 828.0, 653.0]
[80.0, 96.0, 845.0, 670.0]
[48.0, 80.0, 814.0, 654.0]
[32.0, 64.0, 799.0, 639.0]
[32.0, 80.0, 800.0, 656.0]
[0.0, 96.0, 769.0, 673.0]
[80.0, 96.0, 850.0, 674.0]
[64.0, 64.0, 835.0, 642.0]
[16.0, 64.0, 788.0, 643.0]
[48.0, 96.0, 821.0, 676.0]
[16.0, 96.0, 790.0, 676.0]
[64.0, 96.0, 839.0, 677.0]
[80.0, 80.0, 856.0, 662.0]
[80.0, 80.0, 857.0, 663.0]
[16.0, 80.0, 794.0, 664.0]
[80.0, 96.0, 859.0, 680.0]
[16.0, 64.0, 796.0, 649.0]
[16.0, 96.0, 797.0, 682.0]
[64.0, 80.0, 846.0, 666.0]
[64.0, 64.0, 847.0, 651.0]
[0.0, 80.0, 784.0, 668.0]
[48.0, 64.0, 833.0, 653.0]
[48.0, 64.0, 834.0, 654.0]
[32.0, 80.0, 819.0, 670.0]
[48.0, 48.0, 836.0, 639.0]
[32.0, 80.0, 821.0, 672.0]
[16.0, 48.0, 806.0, 640.0]
[64.0, 64.0, 855.0, 657.0]
[32.0, 48.0, 824.0, 642.0]
[16.0, 64.0, 809.0, 659.0]
[32.0, 80.0, 826.0, 676.0]
[48.0, 80.0, 843.0, 676.0]
[32.0, 80.0, 828.0, 677.0]
[48.0, 80.0, 845.0, 678.0]
[48.0, 80.0, 846.0, 678.0]
[48.0, 80.0, 847.0, 679.0]
[16.0, 64.0, 816.0, 664.0]
[16.0, 48.0, 817.0, 649.0]
[16.0, 48.0, 818.0, 650.0]
[32.0, 80.0, 835.0, 682.0]
[0.0, 64.0, 804.0, 667.0]
[0.0, 64.0, 805.0, 668.0]
[0.0, 64.0, 806.0, 668.0]
[16.0, 48.0, 823.0, 653.0]
[48.0, 48.0, 856.0, 654.0]
[48.0, 48.0, 857.0, 655.0]
[32.0, 48.0, 842.0, 656.0]
[16.0, 64.0, 827.0, 672.0]
[0.0, 48.0, 812.0, 657.0]
[32.0, 64.0, 845.0, 674.0]
[32.0, 64.0, 846.0, 674.0]
[32.0, 64.0, 847.0, 675.0]
